bibcode;labelDE;name;address - strasse;adresse - nummer;adresse - zusatz;zip;city;country;mail;kontakt - name;kontakt - vorname;kontakt - anrede;kontakt - email;korrespondenzsprache;bfs code;worldcat ja/nein;WorldCat Symbol;CBS Library Code;Verrechnung Kostenbeitrag (Auswahl);Kostenbeitrag basiert auf;Zusage Kostenbeitrag ja/nein;Beitrag 2018;Beitrag 2019;Beitrag 2020;Bemerkung Kostenbeitrag;Rechnungsadresse = Postadresse ja/nein;Rechnungsadresse - name;Rechnungsadresse - strasse;Rechnungsadresse - nummer;Rechnungsadresse - zusatz;Rechnungsadresse - plz;Rechnungsadresse - ort;Rechnungsadresse - country;Kontakt Rechnung - Name;Kontakt Rechnung - Vorname;Kontakt Rechnung - Anrede;Kontakt Rechnung - mail;mwst ja/nein;Grund Mehrwertsteuerbefreiung;e-rechnung ja/nein;Bemerkung Rechnungsstellung;Koordinaten
RE61005;Muséum d'histoire naturelle, Genève;Muséum d'histoire naturelle Genève;route de Malagnou ;1;;1208;Genève;ch;biblio.mhn@ville-ge.ch ;Mougin;Christelle;Frau;Christelle.Mougin@ville-ge.ch;f;;nein;;;direkt;Anzahl Aufnahmen;ja;225;450;450;;ja;Muséum d'histoire naturelle;;;CP 6434;1211;Genève 6;;Ayer;Jacques;;;ja;;nein;;46.198895, 6.1583214
RE61006;Institut et Musée Voltaire, Genève;Institut et Musée Voltaire Genève;Rue des Délices ;25;;1203;Genève;ch;institut.voltaire@ville-ge.ch;;;;direction.bge@ville-ge.ch;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.2075715, 6.1335091
RE61007;Bibliothèque musicale de la Ville de Genève;Bibliothèque musicale de la Ville de Genève;Rue du Général-Dufour ;16;;1204;Genève;ch;info.bge@ville-ge.ch;;;;direction.bge@ville-ge.ch;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.2011065, 6.1416327
RE61008;Centre d'art contemporain, Genève;Centre d'art contemporain Genève;Rue des Vieux-Grenadiers ;10;;1205;Genève;ch;info@centre.ch;;;;;f;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;46.198733, 6.1376678
RE61009;Musée d'histoire des sciences, Genève;Musée d'histoire des sciences Genève;Rue de Lausanne ;128;;1202;Genève;ch;biblio.mhs@ville-ge.ch;Mougin;Christelle;Frau;Christelle.Mougin@ville-ge.ch ;f;;nein;;;direkt;Anzahl Aufnahmen;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;46.2201445, 6.1527013
RE61010;Uni Genève - Online;Uni Genève Document électronique;Rue Général-Dufour ;24;;1204;Genève;ch;;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;
RE61011;Uni Genève Arve - Mathématiques;Uni Genève Section de mathématiques;Rue du Lièvre;2-4;;1227;Genève;ch;;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1919039, 6.1378232
RE61012;Uni Genève Arve - Astronomie;Centre d'art contemporain Genève (CAC);Ch. des Maillettes ;51;;1290;Versoix-Sauverny;ch;;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.3083546, 6.1339737
RE61014;Uni Genève Arve - Bibliothèque Schmidheiny;Uni Arve - Bibliothèque Ernst & Lucie Schmidheiny;Quai Ernest-Ansermet ;30;;1205;Genève;ch;;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1980402, 6.1324162
RE61015;Uni Genève Arve - Sciences de la terre et de l'environnement;Sciences de la Terre et de l'environnement - Bibliothèque UNIGE;Rue des Maraîchers ;13;;1205;Genève;ch;;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1990492, 6.1364214
RE61016;Uni Genève Arve - Bibliothèque Schmidheiny;Uni Genève - Département d'anthropologie et d'écologie;Rue Gustave Revilliod ;12;;1227;Genève;ch;;;;;;f;;nein;;;Über Leitbibliothek;;;;;;;ja;;;;;;;;;;;;;;;;46.1912914, 6.1369828
RE61020;Uni Genève CMU - Médecine;Uni Genève - Faculté de médecine;Rue Michel-Servet ;1;;1206;Genève;ch;;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1938318, 6.1516853
RE61021;Uni Genève CMU - Santé (CDS);Uni Genève - Centre de documentation en santé;Rue Michel-Servet ;1;;1206;Genève;ch;;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1938318, 6.1516853
RE61026;HUG - Département de l'enfant et de l'adolescent, Genève;Enfant et adolescent - HUG;Rue Willy-Donzé ;6;;1205;Genève;ch;ge5-medecine@unige.ch;;;;;f;;nein;;;Keine Verrechnung;;;;;;0 Treffer;ja;;;;;;;;;;;;;;;;46.1904137, 6.1475098
RE61027;HUG  - Département de chirurgie, Genève;Chirurgie - HUG;Rue Gabrielle-Perret-Gentil ;4;;1205;Genève;ch;;Toro;Stephanie;Frau;stephanie.toro@hcuge.ch;f;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;nein;BFK;nein;;46.1938846, 6.1489534
RE61029;Uni Genève CMU - Institut Ethique Histoire Humanités (IEH2);Uni Genève CMU - Institut Ethique Histoire Humanités (IEH2);Chemin Thury ;8;;1206;Genève;ch;biblio-histmed@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1914617, 6.1518248
RE61030;Uni Genève Bastions - Français langue étrangère (FLE);Français langue étrangère (ELCF) - Bibliothèque UNIGE;Rue De-Candolle ;5;;1205;Genève;ch;biblio-bastions-fle@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1989448, 6.1445476
RE61031;Uni Genève Bastions - Linguistique;Linguistique - Bibliothèque UNIGE;Rue De-Candolle ;5;;1205;Genève;ch;;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1989448, 6.1445476
RE61032;Uni Genève Bastions - Histoire de l'art;Histoire de l'art - Bibliothèque UNIGE;Rue De-Candolle ;5;;1205;Genève;ch;biblio-bastions-hist-art@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1989448, 6.1445476
RE61033;Uni Genève Bastions - Histoire générale;Histoire générale - Bibliothèque UNIGE;Rue De-Candolle ;5;;1205;Genève;ch;biblio-bastions-hist-gen@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1989448, 6.1445476
RE61034;Uni Genève Bastions - Sciences de l'Antiquité;Sciences de l'Antiquité - Bibliothèque UNIGE;Rue De-Candolle ;5;;1205;Genève;ch;biblio-bastions-antiq@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1989448, 6.1445476
RE61035;Uni Genève Bastions - Russe;Russe - Bibliothèque UNIGE;Bd des Philosphes ;22;;1205;Genève;ch;biblio-bastions-russe@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1963232, 6.1473825
RE61036;Uni Genève Bastions - Anglais;Anglais - Bibliothèque UNIGE;Rue De-Candolle ;5;;1205;Genève;ch;biblio-bastions-angl@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1989448, 6.1445476
RE61037;Uni Genève Bastions - Espagnol;Espagnol - Bibliothèque UNIGE;Rue De-Candolle ;5;;1205;Genève;ch;biblio-bastions-esp@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1989448, 6.1445476
RE61038;Uni Genève Bastions - Allemand;Allemand - Bibliothèque UNIGE;Rue De-Candolle ;5;;1205;Genève;ch;biblio-bastions-allemand@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1989448, 6.1445476
RE61039;Uni Genève Bastions - Français;Français - Bibliothèque UNIGE;Rue De-Candolle ;5;;1205;Genève;ch;biblio-bastions-fran@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1989448, 6.1445476
RE61040;Uni Genève Mail - Sciences économiques et sociales;Sciences économiques et sociales - Bibliothèque UNIGE;Bd du Pont-d'Arve ;40;;1205;Genève;ch;bib-unimail@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.194713, 6.1403471
RE61041;Uni Genève Bastions - Littérature comparée;Littérature comparée - Bibliothèque UNIGE;Rue De-Candolle ;5;;1205;Genève;ch;biblio-bastions-litt-comp@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1989448, 6.1445476
RE61042;Uni Genève Bastions - Italien;Italien - Bibliothèque UNIGE;Rue de-Candolle ;5;;1205;Genève;ch;biblio-bastions-ital@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1989448, 6.1445476
RE61043;Uni Genève Bastions - Philosophie;Philosophie - Bibliothèque UNIGE;Rue De-Candolle ;5;;1205;Genève;ch;biblio-bastions-philo@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1989448, 6.1445476
RE61044;Uni Genève Bastions - Grec moderne;Grec moderne - Bibliothèque UNIGE;Bd des Philisophes ;22;;1205;Genève;ch;biblio-bastions-grec@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1963232, 6.1473825
RE61045;Uni Genève Bastions - Arabe;Arabe - Bibliothèque UNIGE;Bd des Philosophes ;22;;1205;Genève;ch;biblio-bastions-arabe@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1963232, 6.1473825
RE61046;Uni Genève Bastions - Langues orientales;Uni Genève Bastions - Langues orientales;Bd des Philosophes ;22;;1205;Genève;ch;;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1963232, 6.1473825
RE61047;Uni Genève Bastions - Romanche;Romanche - Bibliothèque UNIGE;Rue De-Candolle ;5;;1205;Genève;ch;biblio-bastions-romanche@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1989448, 6.1445476
RE61048;Uni Genève Bastions - Musicologie;Uni Genève - Bibliothèque de musicologie;Rue de Candolle ;5;;1205;Genève;ch;biblio-bastions-musico@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1989448, 6.1445476
RE61049;Fondation Hardt pour l'étude de l'Antiquité classique, Vandoeuvres;Fondation Hardt pour l'étude de l'Antiquité classique;Chemin Vert ;2;;1253;Vandoeuvres;ch;biblio@fondationhardt.ch;Derron;Pascale;Frau;pascale.derron@fondationhardt.ch;f;;nein;;;direkt;Anzahl Aufnahmen;ja;150;300;300;;ja;;;;;;;;;;;;ja;;nein;;46.2167821, 6.1905739
RE61050;Uni Genève Mail - Droit;Droit - Bibliothèque UNIGE;Bd du Pont-d'Arve ;40;;1205;Genève;ch;bib-unimail@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.194713, 6.1403471
RE61051;Pouvoir judiciaire, Genève;Pouvoir judiciaire;Rue des Chaudronniers ;9;;1204;Genève;ch;biblio@justice.ge.ch;Givkovic;Stephane;Herr;Stephane.Givkovic@justice.ge.ch;f;;nein;;;direkt;Anzahl Aufnahmen;ja;150;300;300;;ja;;;;;;;;;;;;ja;;nein;;46.2003601, 6.1502927
RE61064;Uni Genève Bastions - Théologie;Théologie protestante - Bibliothèque UNIGE;Rue De-Candolle ;5;;1205;Genève;ch;biblio-bastions-theologie@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1989448, 6.1445476
RE61065;Conseil oecuménique des Eglises, Bogis-Bossey;Conseil oecuménique des Eglises, Genève;Ch. Chenevière ;2;;1279;Bogis-Bossey;ch;library@wcc-coe.org;Kim;Valerie;Frau;Valerie.Kim@wcc-coe.org;f;;nein;;;direkt;Anzahl Aufnahmen;ja;350;700;700;;ja;;;;;;;;;;;;ja;;nein;;46.3478, 6.18573
RE61070;Uni Genève Mail - Psychologie et sciences de l'éducation;Psychologie et sciences de l'éducation - Bibliothèque UNIGE;Bd du Pont-d'Arve ;40;;1205;Genève;ch;bib-unimail@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.194713, 6.1403471
RE61072;Uni Genève Mail - Institut J.-J. Rousseau (AIJJR);Archives Institut Jean-Jacques Rousseau (AIJJR);Bd du Pont-d'Arve ;40;;1205;Genève;ch;aijjr@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.194713, 6.1403471
RE61073;Uni Genève Mail - Gérontologie et études des vulnérabilités (CIGEV);Gérontologie et études des vulnérabilités (CIGEV) - Bibliothèque UNIGE;Route des Acacias ;54;;1227;Carouge/Genève;ch;biblio-cigev@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1886878, 6.1335605
RE61077;Haute école de santé Genève (HEdS);Haute école de santé (HEdS) - Site de Champel;Av. de Champel ;47;;1206;Genève;ch;centredoc.heds@hesge.ch;Schorer;Evelyne;Frau;evelyne.schorer@hesge.ch;f;U5006_104;nein;;;direkt;BfS-Zahlen;ja;372;744;744;;ja;;;;;;;;;;;;nein;BFK;nein;;46.192095, 6.1529239
RE61078;Haute école d'art et de design (HEAD), Genève;Haute école d'art et de design, Genève;Bd Helvétique ;9;;1205;Genève;ch;info.head@hesge.ch;Medri-Vignola;Claire;Frau;claire.medri-vignola@hesge.ch;f;U5006_123;nein;;;direkt;BfS-Zahlen;ja;275;550;550;;ja;;;;;;;;;;;;nein;BFK;nein;;46.1986819, 6.1513881
RE61080;Uni Genève Arve - Sciences de l'environnement (ISE);Sciences de l'environnement (ISE) - Bibliothèque UNIGE;Boulevard Carl-Vogt ;66;;1205;Genève;ch;biblio-ise@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1972922, 6.1361914
RE61081;Uni Genève Mail - Traduction et interprétation;Traduction et interprétation - Bibliothèque UNIGE;Bd du Pont-d'Arve ;40;;1205;Genève;ch;bib-unimail@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.194713, 6.1403471
RE61083;Uni Genève Arve - Informatique (CUI);;Route de Drize ;7;;1227;Carouge/Genève;ch;;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1749616, 6.1401003
RE61084;Uni Genève Bastions - Histoire de la Réformation (IHR/MHR);Histoire de la Réformation (IHR/MHR) - Bibliothèque UNIGE;Rue De-Candolle ;5;;1205;Genève;ch;;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1989448, 6.1445476
RE61087;Institut de hautes études internationales et du développement (IHEID), Genève;Institut de hautes études internationales et du développement (IHEID);Ch. Eugène-Rigot ;2;;1202;Genève;ch;infolibrary@graduateinstitute.ch;Corpataux;Yvex;Herr;yves.corpataux@graduateinstitute.ch;f;;nein;;;direkt;recherchierte BfS-Zahlen;ja;1069;2138;2138;;ja;;;;;;;;;;;;nein;BFK;nein;;46.2207869, 6.1435741
RE61088;Uni Genève Mail - Etudes européennes et relations internationales (GSI);Etudes européennes (IEUG) - Bibliothèque UNIGE;Bd du Pont-d'Arve ;40;;1205;Genève;ch;;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.194713, 6.1403471
RE61089;Fonds d'art contemporain, Genève (FMAC);Fonds d'art contemporain de la Ville de Genève;Rue des Bains;34;;1205;Genève;ch;fmac@ville-ge.ch;;;;;f;;nein;;;direkt;Freiwilliger Beitrag;ja;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;46.1993772, 6.1375538
RE61090;Archives de la Ville de Genève;Archives de la Ville de Genève;Rue de la Croix-Rouge ;4;;1204;Genève;ch;archives@ville-ge.ch;;;;;f;;nein;;;direkt;Freiwilliger Beitrag;ja;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;46.1992763, 6.1471737
RE61091;Archives d'Etat de Genève;Archives d'Etat;Rue de l'Hôtel-de-Ville ;1;;1204;Genève;ch;archives@etat.ge.ch;Colini;Isabelle;Frau;isabelle.ic.colini@etat.ge.ch;f;;nein;;;direkt;Anzahl Aufnahmen;nein;250;500;500;;ja;;;;;;;;;;;;ja;;nein;;46.2008859, 6.1471951
RE61092;Uni Genève Mail - Archives Jean Piaget;Archives Jean Piaget;Bd du Pont-d'Arve ;40;;1205;Genève;ch;biblio-piaget-pse@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.194713, 6.1403471
RE61093;Haute école de travail social Genève (HETS);Haute école de travail social Genève (HETS);Rue du Pré-Jérôm;16;;1205;Genève;ch;infotheque.hets@hesge.ch;Motisi-Nagy;Agnes-Anna;Frau;agnes-anna.motisi-nagy@hesge.ch;f;U5006_103;nein;;;direkt;BfS-Zahlen;ja;458;917;917;;ja;;;;;;;;;;;;nein;BFK;nein;;46.1928619, 6.1455981
RE61094;Bibliothèque Filigrane, Genève;Bibliothèque Filigrane;Rue de la Servette ;67;;1202;Genève;ch;filigrane@f-information.org;Swali;Samia;Frau;s.swali@f-information.org;f;;nein;;;direkt;Anzahl Aufnahmen;ja;75;150;150;;ja;;;;;;;;;;;;ja;;nein;;46.2117848, 6.133121
RE61095;Uni Genève - CODIS - Coordination de l'information scientifique;Uni Genève CODIS - Service de coordination;Rue Général-Dufour ;24;;1204;Genève;ch;;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1996468, 6.1422246
RE61096;Uni Genève - CODIS - Dépôt de la BU (DBU Seujet);Université de Genève. CODIS. Dépôt de la Bibliothèque de  l'Université;Quai du Seujet ;14;;1201;Genève;ch;biblio-dbu@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.2055481, 6.135916
RE61097;Uni Genève Mail - Espace audiovisuel;Médiathèque - Bibliothèque UNIGE;Bd du Pont-d'Arve ;40;;1205;Genève;ch;mediatheque-mail@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.194713, 6.1403471
RE61098;Haute école de gestion (HEG), Carouge;Haute école de gestion (HEG);Rue de la Tambourine ;17;;1227;Carouge/Genève;ch;infotheque@hesge.ch;Dossantos;Gwenola;Frau;gwenola.dossantos@hesge.ch;f;U5006_124;nein;;;direkt;BfS-Zahlen;ja;362;723;723;;ja;;;;;;;;;;;;nein;BFK;nein;;46.1749616, 6.1401003
RE61099;Uni Genève Bastions - Acquisitions;Uni Genève Bastions - Acquisitions;Rue De-Candolle ;5;;1205;Genève;ch;biblio-bastions-info@unige.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.1989448, 6.1445476
RE71020;EHB Lausanne;Institut fédéral des hautes études en formation professionnelle;Avenue de Longemalle ;1;;1020;Renens;ch;info@iffp-suisse.ch;;;;;f;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;nein;BFK;nein;;46.528887, 6.5920759
RE71040;Bundesgericht Lausanne;Bundesgericht Lausanne;Av. du Tribunal fédéral ;29;;1005;Lausanne;ch;;Lewis;Michèle;Frau;Michele.Lewis@bger.ch‎ ;f;;nein;;;Über Institution;recherchierte BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.5197294, 6.644296
RE71050;Bundesgericht Luzern;Bundesgericht Luzern;Schweizerhofquai ;6;;6004;Luzern;ch;;Lewis;Michèle;Frau;Michele.Lewis@bger.ch;f;;nein;;;Über Institution;;;0;0;0;;ja;;;;;;;;;;;;;;;;47.0549784, 8.3119465
RE71060;Bundesamt für Justiz, Bern;Bundesamt für Justiz, Bern;Bundesrain ;20;;3003;Bern;ch;biblio@bj.admin.ch;Baccherassi;Michele;Herr;michele.baccherassi@bj.admin.ch ;g;;nein;;;direkt;Anzahl Aufnahmen;ja;450;900;900;;ja;;;;;;;;;;;;ja;;nein;;46.9448041, 7.4425204
RE71070;Schweizerisches Institut für Rechtsvergleichung, Lausanne;Schweizerisches Institut für Rechtsvergleichung, Lausanne;Dorigny;;;1015;Lausanne;ch;info.isdc@unil.ch;Saieb;Sadri;Herr;sadri.saieb@isdc-dfjp.unil.ch;f;;nein;;;direkt;recherchierte BfS-Zahlen;ja;504;1008;1008;;ja;;;;;;;;;;;;ja;;nein;;
RE71080;Bundesverwaltungsgericht, St. Gallen;Bundesverwaltungsgericht, St. Gallen;Kreuzackerstr. ;12;;9023;St. Gallen;ch;;Kaiser;Laetitia;Frau;laetitia.kaiser@bvger.admin.ch;g;;nein;;;direkt;Anzahl Aufnahmen;ja;275;550;550;;ja;;;;;;;;;;;;ja;;nein;;47.4216047, 9.3585649
RE71090;Bundesstrafgericht, Bellinzona;Bundesstrafgericht, Bellinzona;Viale Stefano Franscini ;7;;6501;Bellinzona;ch;info@bstger.ch;Manenti-Pretolani;Francesca;Frau;Francesca.Manenti-Pretolani@bstger.ch ;i;;nein;;;direkt;Anzahl Aufnahmen;ja;75;150;150;;ja;;;;;;;;;;;;ja;;nein;;46.1900512, 9.0196607
RE81147;Bibliothèque du Martinet (RE81147-x);Bibliothèque du Martinet;Général-Guisan ;23;;1180;Rolle;ch;;;;;;f;;nein;;;Keine Verrechnung;;;;;;siehe renouvaud;ja;;;;;;;;;;;;;;;;46.4579946, 6.3326769
RE81302;Tribunal cantonal - Cour des assurances sociales, Lausanne;;Route du Signal;11;;1014;Lausanne;ch;;;;;;f;;nein;;;Keine Verrechnung;;;;;;siehe renouvaud;ja;;;;;;;;;;;;;;;;46.532016, 6.6365934
RE81303;Tribunal cantonal - Cour de droit administratif et public, Lausanne;;Avenue Eugène-Rambert;15;;1014;Lausanne;ch;;;;;;f;;nein;;;Keine Verrechnung;;;;;;siehe renouvaud;ja;;;;;;;;;;;;;;;;46.5153886, 6.6474872
RE81600;Institut suisse Jeunesse et Médias (ISJM), Lausanne;Institut suisse Jeunesse et Médias (ISJM), Lausanne;Rue de St-Etienne ;4;;1005;Lausanne;ch;info@isjm.ch;;;;;f;;nein;;;Keine Verrechnung;;;;;;siehe renouvaud;ja;;;;;;;;;;;;;;;;46.5218312, 6.6348947
RETROS;e-periodica;;ETH-Bibliothek, Rämistrasse ;101;;8092;Zürich;ch;;;;;;g;;nein;;;Keine Verrechnung;;;;;;;ja;;;;;;;;;;;;;;;;47.3765359, 8.5480928
rippe;Bibliothèque scolaire ESEP, La Rippe;Bibliothèque scolaire ESEP Elisabeth de Portes;Route de la Scie ;7;;1278;La Rippe;ch;bibliotheque@esep.ch;;;;;f;U6572;nein;;;direkt;BfS-Zahlen;offen;100;200;200;;ja;;;;;;;;;;;;ja;;nein;;
rochec;Bibliothèque scolaire de Nyon - Roche-Combe;Bibliothèque scolaire de Nyon Roche-Combe;Chemin de Prélaz ;5;;1260;Nyon;ch;bibliotheque@rochecombe.educanet2.ch;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;offen;75;150;150;;ja;;;;;;;;;;;;ja;;nein;;
rolle;Bibliothèque intercommunale publique et scolaire de Rolle;Bibliothèque intercommunale publique et scolaire de Rolle;Route des Quatre-Communes ;9;;1180;Rolle;ch;bibliotheque@rolle.ch;;;;;f;U6589;nein;;;direkt;BfS-Zahlen;offen;406;812;812;;ja;;;;;;;;;;;;ja;;nein;;
RUAG-A;RUAG Aerospace, Emmen;;Seetalstrasse ;175;;6032;Emmen;ch;info.aviation@ruag.com;;;;;g;;nein;;;Über Institution;Anzahl Aufnahmen;ja;75;150;150;;ja;;;;;;;;;;;;ja;;;;47.0861708, 8.308925
sala;Bibliothèque publique et scolaire de Vully-les-Lacs, Salavaux;Bibliothèque publique et scolaire de Vully-les-Lacs;Route du Gros-Buisson ;7;;1585;Salavaux;ch;biblio@vully-les-lacs.ch;;;;;f;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;
sarraz;Bibliothèque scolaire de la Sarraz;Collège des Guébettes, Bibliothèque scolaire;Collège des Guébettes;;;1315;La Sarraz;ch;bibliotheque@sarrazlisle.educanet2.ch;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;offen;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;
savigny;Bibliothèque de l'établisement du Jorat, Savigny;Bibliothèque de l'établisement du Jorat;Rte de Mollie-Margot ;1;;1073;Savigny;ch;bibliotheque.savigny@dujorat.educanet2.ch;;;;;f;U6593;nein;;;direkt;BfS-Zahlen;offen;627;1254;1254;;ja;;;;;;;;;;;;ja;;nein;;
SBA;Schweizer Bauschule Aarau, Unterentfelden;Schweizer Bauschule Aarau, Mediothek;Suhrenmattstrasse ;48;;5035;Unterentfelden;ch;mediothek.bauschule@ag.ch;;;;;g;;ja;CHAKB;8095;Über Institution;Freiwilliger Beitrag;ja;0;0;0;;ja;;;;;;;;;;;;ja;;;;47.3620059, 8.0496981
SBZ;Stadtbibliothek Zofingen - Historischer Bestand;Stadtbibliothek Zofingen - Historischer Bestand;Hintere Hauptgasse ;20;;4800;Zofingen;ch;;;;;;g;;nein;;;direkt;;;;;;Neu dazu gekommen, nach Versandaktion;ja;;;;;;;;;;;;;;nein;;
SECO;Dokumentationszentrum SECO, Bern;;Belpstrasse ;18;;3003;Bern;ch;info@seco.admin.ch ;;;;;g;;nein;;;Über Institution;Anzahl Aufnahmen;ja;50;100;100;;ja;;;;;;;;;;;;ja;;;;46.9451098, 7.4327613
SERVAL;SERVAL - Serveur académique lausannois;SERVAL - Serveur académique lausannois;Unithèque;;;1015;Lausanne;ch;;Schweiger;Andrea;Frau;;f;;nein;;;Keine Verrechnung;;;0;0;0;;ja;;;;;;;;;;;;;;;;46.5228055, 6.5794421
SGAFS;Amt für Soziales, St. Gallen;Amt für Soziales, St. Gallen;Spisergasse ;41;;9001;St. Gallen;ch;info.diafso@sg.ch;;;;;g;;ja;CHSGL;8093;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;
SGAFU;Amt für Umweltschutz, St. Gallen;Amt für Umweltschutz, St. Gallen;Lämmlisbrunnenstrasse ;54;;9001;St. Gallen;ch;info.afu@sg.ch;;;;;g;;ja;CHSGL;8093;direkt;Anzahl Aufnahmen;nein;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;47.4260605, 9.3826419
